,don_id,rec_id,ppe,qty,date,distance
0,don823,rec1101,disinfectingWipes,20.0,2020-05-28 16:26:00+00:00,5.1215
1,don823,rec1013,thermometers,3.0,2020-05-28 16:26:00+00:00,5.1215
2,don813,rec1332,nitrileGloves,10.0,2020-05-28 16:26:00+00:00,13.9625
3,don815,rec615,nitrileGloves,2.0,2020-05-28 16:26:00+00:00,13.9625
4,don818,rec3611,nitrileGloves,8.0,2020-05-28 16:26:00+00:00,13.9625
5,don834,rec3542,nitrileGloves,300.0,2020-05-28 16:26:00+00:00,5.1215
6,don838,rec560,nitrileGloves,500.0,2020-05-28 16:26:00+00:00,5.1215
7,don834,rec3935,coveralls,12.0,2020-05-28 16:26:00+00:00,31.4605
8,don824,rec1,handSanitizer,4.0,2020-05-28 16:26:00+00:00,5.1215
9,don823,rec482,gowns,50.0,2020-05-28 16:26:00+00:00,5.1215
10,don810,rec1870,respirators,100.0,2020-05-28 16:26:00+00:00,5.1215
11,don823,rec3594,respirators,10.0,2020-05-28 16:26:00+00:00,5.1215
12,don834,rec1708,respirators,150.0,2020-05-28 16:26:00+00:00,5.1215
13,don838,rec3140,respirators,420.0,2020-05-28 16:26:00+00:00,21.814500000000002
14,don850,rec2647,respirators,100.0,2020-05-28 16:26:00+00:00,21.814500000000002
15,don807,rec2982,faceShields,5.0,2020-05-28 16:26:00+00:00,21.814500000000002
16,don817,rec3050,faceShields,20.0,2020-05-28 16:26:00+00:00,21.814500000000002
17,don827,rec516,faceShields,3.0,2020-05-28 16:26:00+00:00,5.1215
18,don848,rec19,faceShields,99.0,2020-05-28 16:26:00+00:00,5.1215
19,don810,rec2392,surgicalMasks,50.0,2020-05-28 16:26:00+00:00,5.1215
20,don813,rec1476,surgicalMasks,500.0,2020-05-28 16:26:00+00:00,5.1215
21,don816,rec2675,surgicalMasks,4.0,2020-05-28 16:26:00+00:00,5.1215
22,don834,rec2170,surgicalMasks,1.0,2020-05-28 16:26:00+00:00,5.1215
23,don845,rec3896,bodyBags,10.0,2020-05-28 16:26:00+00:00,5.1215
24,don808,rec253,handmadeMasks,50.0,2020-05-28 16:26:00+00:00,5.1215
25,don813,rec1641,handmadeMasks,80.0,2020-05-28 16:26:00+00:00,5.1215
26,don842,rec3838,handmadeMasks,12.0,2020-05-28 16:26:00+00:00,5.1215
27,don848,rec19,handmadeMasks,100.0,2020-05-28 16:26:00+00:00,5.1215
28,don834,rec3863,safetyGoggles,15.0,2020-05-28 16:26:00+00:00,5.1215
29,don719,rec3826,printedFaceShields,90.0,2020-05-28 16:26:00+00:00,5.1215
30,don722,rec3823,printedFaceShields,50.0,2020-05-28 16:26:00+00:00,5.1215
31,don751,rec3910,printedFaceShields,50.0,2020-05-28 16:26:00+00:00,5.1215
32,don753,rec3816,printedFaceShields,10.0,2020-05-28 16:26:00+00:00,5.1215
33,don756,rec3874,printedFaceShields,5.0,2020-05-28 16:26:00+00:00,5.1215
34,don757,rec3826,printedFaceShields,20.0,2020-05-28 16:26:00+00:00,5.1215
35,don758,rec3873,printedFaceShields,10.0,2020-05-28 16:26:00+00:00,5.1215
36,don76,rec3826,printedFaceShields,70.0,2020-05-28 16:26:00+00:00,5.1215
37,don776,rec3837,printedFaceShields,500.0,2020-05-28 16:26:00+00:00,5.1215
38,don783,rec3920,printedFaceShields,200.0,2020-05-28 16:26:00+00:00,5.1215
39,don793,rec3851,printedFaceShields,30.0,2020-05-28 16:26:00+00:00,5.1215
40,don8,rec3826,printedFaceShields,100.0,2020-05-28 16:26:00+00:00,5.1215
41,don80,rec3817,printedFaceShields,40.0,2020-05-28 16:26:00+00:00,191.25650000000002
42,don814,rec3807,printedFaceShields,5.0,2020-05-28 16:26:00+00:00,21.814500000000002
43,don825,rec3823,printedFaceShields,5.0,2020-05-28 16:26:00+00:00,5.1215
44,don826,rec3826,printedFaceShields,52.0,2020-05-28 16:26:00+00:00,5.1215
45,don828,rec3826,printedFaceShields,50.0,2020-05-28 16:26:00+00:00,5.1215
46,don83,rec3826,printedFaceShields,70.0,2020-05-28 16:26:00+00:00,13.9625
47,don835,rec3887,printedFaceShields,60.0,2020-05-28 16:26:00+00:00,13.9625
48,don844,rec3841,printedFaceShields,20.0,2020-05-28 16:26:00+00:00,13.9625
49,don846,rec3826,printedFaceShields,50.0,2020-05-28 16:26:00+00:00,13.9625
50,don849,rec3804,printedFaceShields,120.0,2020-05-28 16:26:00+00:00,5.1215
51,don87,rec3826,printedFaceShields,24.0,2020-05-28 16:26:00+00:00,117.8545
52,don88,rec3826,printedFaceShields,50.0,2020-05-28 16:26:00+00:00,5.1215
53,don89,rec3817,printedFaceShields,960.0,2020-05-28 16:26:00+00:00,92.1265
54,don9,rec3887,printedFaceShields,30.0,2020-05-28 16:26:00+00:00,312.05600000000004
55,don91,rec3908,printedFaceShields,2.0,2020-05-28 16:26:00+00:00,331.023
56,don95,rec3826,printedFaceShields,20.0,2020-05-28 16:26:00+00:00,312.05600000000004
57,don97,rec3826,printedFaceShields,100.0,2020-05-28 16:26:00+00:00,257.8485
