,don_id,rec_id,ppe,qty,date,distance
0,don10,rec1261,faceShields,20.0,2020-04-16 16:26:00+00:00,3.113543644268456
1,don11,rec1571,faceShields,100.0,2020-04-16 16:26:00+00:00,8.081337287876435
2,don12,rec1822,faceShields,5.0,2020-04-16 16:26:00+00:00,4.55960635310014
3,don13,rec1955,faceShields,100.0,2020-04-16 16:26:00+00:00,6.279187717948639
4,don14,rec1385,faceShields,14.0,2020-04-16 16:26:00+00:00,0.0
5,don148,rec553,faceShields,82.0,2020-04-16 16:26:00+00:00,5.687608982078573
6,don16,rec1025,faceShields,400.0,2020-04-16 16:26:00+00:00,56.09203648988967
7,don165,rec1200,faceShields,25.0,2020-04-16 16:26:00+00:00,13.427025360763247
8,don17,rec1148,faceShields,30.0,2020-04-16 16:26:00+00:00,10.162323501800959
9,don18,rec395,faceShields,50.0,2020-04-16 16:26:00+00:00,4.449675714993152
10,don19,rec1247,faceShields,30.0,2020-04-16 16:26:00+00:00,1.5579463413834742
11,don20,rec2067,faceShields,5.0,2020-04-16 16:26:00+00:00,0.0
12,don21,rec410,faceShields,70.0,2020-04-16 16:26:00+00:00,5.866101221500941
13,don22,rec1390,faceShields,50.0,2020-04-16 16:26:00+00:00,2.499021778092619
14,don23,rec1370,faceShields,25.0,2020-04-16 16:26:00+00:00,4.389414681133699
15,don237,rec295,faceShields,10.0,2020-04-16 16:26:00+00:00,5.919913457903587
16,don24,rec536,faceShields,5.0,2020-04-16 16:26:00+00:00,0.0
17,don25,rec738,faceShields,6.0,2020-04-16 16:26:00+00:00,5.879871295836535
18,don26,rec1930,faceShields,35.0,2020-04-16 16:26:00+00:00,15.49428679269654
19,don27,rec2132,faceShields,100.0,2020-04-16 16:26:00+00:00,0.0
20,don28,rec1697,faceShields,100.0,2020-04-16 16:26:00+00:00,7.100555918521484
21,don30,rec962,faceShields,1.0,2020-04-16 16:26:00+00:00,8.456613882971217
22,don31,rec586,faceShields,30.0,2020-04-16 16:26:00+00:00,3.519835637797382
23,don32,rec1807,faceShields,50.0,2020-04-16 16:26:00+00:00,0.0
24,don34,rec1514,faceShields,50.0,2020-04-16 16:26:00+00:00,22.42892721463853
25,don35,rec1213,faceShields,100.0,2020-04-16 16:26:00+00:00,9.589657215957818
26,don36,rec1797,faceShields,48.0,2020-04-16 16:26:00+00:00,0.0
27,don37,rec2008,faceShields,100.0,2020-04-16 16:26:00+00:00,123.4244700241732
28,don38,rec1,faceShields,9.0,2020-04-16 16:26:00+00:00,1.5493620499887375
29,don40,rec292,faceShields,100.0,2020-04-16 16:26:00+00:00,4.640324790522217
30,don41,rec1618,faceShields,30.0,2020-04-16 16:26:00+00:00,15.88466028802763
31,don42,rec874,faceShields,500.0,2020-04-16 16:26:00+00:00,6.211938358928296
32,don44,rec1555,faceShields,25.0,2020-04-16 16:26:00+00:00,2.850305052160507
33,don45,rec1025,faceShields,100.0,2020-04-16 16:26:00+00:00,56.09203648988967
34,don46,rec1198,faceShields,14.0,2020-04-16 16:26:00+00:00,2.7431920130469507
35,don47,rec119,faceShields,100.0,2020-04-16 16:26:00+00:00,1.3476146820843409
36,don48,rec17,faceShields,10.0,2020-04-16 16:26:00+00:00,7.22973945973619
37,don5,rec932,faceShields,7.0,2020-04-16 16:26:00+00:00,0.0
38,don50,rec1851,faceShields,100.0,2020-04-16 16:26:00+00:00,0.33812327932019454
39,don52,rec851,faceShields,100.0,2020-04-16 16:26:00+00:00,4.781701132878697
40,don53,rec1528,faceShields,300.0,2020-04-16 16:26:00+00:00,0.9603950295086198
41,don56,rec1440,faceShields,15.0,2020-04-16 16:26:00+00:00,3.04054992505752
42,don6,rec1389,faceShields,30.0,2020-04-16 16:26:00+00:00,3.4025743719395054
43,don60,rec1361,faceShields,100.0,2020-04-16 16:26:00+00:00,1.5757451730022756
44,don71,rec1789,faceShields,5.0,2020-04-16 16:26:00+00:00,35.45700696638524
45,don8,rec1407,faceShields,20.0,2020-04-16 16:26:00+00:00,0.0
46,don9,rec1627,faceShields,30.0,2020-04-16 16:26:00+00:00,8.241846455013087
